WS50M,WS10M,WS100M,WS80M
2.69,1.4,5.277,4.936
2.79,1.37,5.348,4.991
4.67,2.37,6.927,6.404
4.5,2.41,6.881,6.383
4.51,2.44,7.197,6.686
5.05,2.73,7.747,7.185
5.29,2.91,7.91,7.331
5.47,3.05,7.975,7.388
5.62,3.17,8.03,7.436
5.67,3.21,8.098,7.498
5.21,2.97,7.735,7.169
4.12,2.37,6.777,6.294
3.64,1.92,6.416,5.957
3.53,1.65,6.372,5.915
3.48,1.74,6.342,5.89
3.13,1.62,5.985,5.566
3.37,1.67,6.071,5.638
3.8,1.78,6.443,5.967
3.81,1.8,6.462,5.984
3.75,1.74,6.325,5.858
3.91,1.83,6.395,5.919
4.11,1.96,6.587,6.093
4.01,1.92,6.49,6.006
3.83,1.86,6.38,5.909
3.67,1.84,6.236,5.781
3.66,1.85,6.11,5.667
3.51,1.76,6.062,5.624
3.68,2.0,6.092,5.666
4.39,2.33,6.906,6.412
4.68,2.54,7.2,6.684
4.69,2.62,7.087,6.582
4.52,2.57,6.86,6.378
4.26,2.45,6.569,6.115
3.94,2.27,6.171,5.752
3.7,2.12,5.858,5.463
3.58,1.77,5.668,5.265
4.05,1.89,6.135,5.694
4.29,1.97,6.576,6.094
4.22,1.87,6.633,6.144
4.23,1.77,6.694,6.196
3.91,1.67,6.424,5.958
3.57,1.55,6.054,5.628
3.37,1.53,5.777,5.382
2.91,1.55,5.205,4.876
2.54,1.5,4.748,4.468
2.62,1.27,4.746,4.458
3.01,1.43,5.108,4.78
3.22,1.54,5.446,5.078
3.21,1.51,5.624,5.23
3.09,1.57,5.574,5.19
3.18,1.6,5.643,5.251
2.8,1.69,5.082,4.76
3.99,2.17,6.581,6.125
4.56,2.51,7.285,6.772
4.83,2.66,7.648,7.101
5.1,2.8,8.003,7.424
5.27,2.89,8.286,7.682
5.32,2.9,8.433,7.816
5.35,2.83,8.532,7.9
5.42,2.61,8.65,7.978
5.95,2.57,9.298,8.543
6.26,2.72,9.664,8.874
5.91,2.79,9.284,8.542
5.81,2.65,9.265,8.526
5.79,2.56,9.346,8.599
5.69,2.5,9.361,8.614
5.81,2.51,9.517,8.755
5.91,2.55,9.636,8.861
5.91,2.52,9.644,8.867
5.82,2.41,9.518,8.75
5.77,2.31,9.361,8.603
5.72,2.27,9.243,8.494
5.31,2.09,8.917,8.203
5.32,1.89,9.003,8.279
5.27,1.95,9.033,8.315
3.87,2.18,7.682,7.155
4.81,2.57,8.883,8.258
5.77,3.1,9.905,9.185
5.76,3.1,9.697,8.99
5.6,2.99,9.344,8.663
5.05,2.69,8.657,8.035
4.41,2.3,7.904,7.346
3.98,1.92,7.343,6.822
4.3,1.47,7.456,6.874
5.17,1.67,8.339,7.654
5.48,1.81,8.751,8.029
5.84,1.92,9.164,8.405
5.95,2.01,9.222,8.463
5.32,2.2,8.579,7.899
4.99,2.16,8.176,7.538
4.89,2.15,7.952,7.333
4.89,2.17,7.845,7.234
4.92,2.18,7.826,7.215
4.95,2.14,7.854,7.238
4.98,2.04,7.899,7.274
5.14,2.02,8.026,7.385
5.3,1.96,8.118,7.463
5.43,1.98,8.19,7.526
5.43,2.0,8.154,7.495
3.78,2.11,6.193,5.772
2.7,1.76,5.263,4.944
3.58,2.01,6.375,5.949
3.39,1.97,6.221,5.815
3.04,1.78,5.743,5.378
2.69,1.6,5.235,4.914
2.41,1.45,4.82,4.533
2.17,1.26,4.466,4.205
2.05,0.94,4.201,3.942
2.49,1.65,4.293,4.077
3.06,2.05,4.718,4.471
3.63,2.28,5.253,4.945
4.08,2.35,5.712,5.348
4.37,2.29,6.068,5.658
4.5,2.32,6.271,5.84
4.57,2.35,6.386,5.942
4.62,2.35,6.446,5.991
4.63,2.21,6.448,5.981
4.62,1.99,6.447,5.966
4.4,1.58,6.252,5.775
3.92,1.68,5.687,5.284
3.51,2.03,5.273,4.945
3.13,2.01,4.952,4.67
2.45,1.76,4.362,4.148
1.91,1.22,4.01,3.803
1.47,0.73,3.62,3.435
0.85,0.58,2.813,2.709
0.48,0.32,2.46,2.389
0.59,0.35,2.583,2.499
0.77,0.48,2.72,2.622
0.88,0.53,2.802,2.69
1.1,0.56,2.953,2.815
1.51,0.78,3.281,3.115
1.73,1.19,3.345,3.211
1.82,1.28,3.437,3.299
1.96,1.37,3.588,3.437
2.3,1.56,3.881,3.703
2.82,1.85,4.281,4.062
3.35,2.06,4.674,4.407
3.76,2.09,4.999,4.684
4.03,1.75,5.309,4.942
4.2,1.71,5.582,5.184
4.44,1.79,5.972,5.533
4.62,1.53,6.369,5.876
4.77,1.58,6.712,6.186
5.09,1.63,7.186,6.608
4.87,1.77,7.121,6.556
4.54,1.86,6.943,6.401
3.83,2.0,6.222,5.772
3.81,2.2,6.11,5.693
4.1,2.41,6.404,5.965
4.15,2.42,6.618,6.162
4.39,2.46,6.904,6.421
3.97,2.22,6.554,6.105
3.79,2.03,6.36,5.925
3.96,2.02,6.394,5.947
3.73,1.71,6.147,5.698
4.13,1.34,6.609,6.088
4.66,1.41,7.187,6.603
4.08,1.6,6.648,6.134
3.48,1.48,6.083,5.632
3.27,1.48,5.751,5.333
3.34,1.51,5.694,5.28
3.72,1.63,5.912,5.471
3.85,1.49,6.034,5.575
3.84,1.63,6.069,5.611
3.84,1.87,6.182,5.722
3.94,2.18,6.33,5.868
4.04,2.34,6.591,6.113
4.48,2.56,7.033,6.514
4.66,2.67,7.296,6.756
5.09,2.79,7.58,7.01
6.06,3.24,8.422,7.779
6.23,3.36,8.689,8.03
6.26,3.4,8.881,8.208
6.16,3.32,8.817,8.149
5.9,3.17,8.651,7.998
5.53,2.96,8.302,7.682
5.12,2.7,8.048,7.451
4.59,2.33,7.574,7.02
4.39,2.11,7.472,6.922
4.45,2.11,7.593,7.025
4.36,2.12,7.509,6.946
4.46,2.2,7.718,7.136
4.15,1.98,7.445,6.893
4.22,1.96,7.473,6.92
3.94,1.73,7.196,6.671
3.72,1.8,6.917,6.421
3.41,1.79,6.533,6.07
3.88,2.0,6.869,6.365
4.5,2.21,7.477,6.911
4.91,2.41,7.858,7.256
4.93,2.47,7.963,7.357
4.62,2.3,7.665,7.089
4.59,2.29,7.618,7.047
4.59,2.31,7.587,7.022
4.61,2.36,7.489,6.935
4.64,2.48,7.494,6.952
4.94,2.65,7.813,7.243
5.29,2.85,8.171,7.568
5.63,3.01,8.535,7.899
5.8,3.08,8.657,8.005
5.84,3.13,8.682,8.028
6.08,3.22,8.996,8.313
6.35,3.32,9.366,8.644
6.26,3.19,9.327,8.6
6.53,3.24,9.662,8.9
6.74,3.34,9.86,9.08
5.99,2.89,9.225,8.503
5.49,2.6,8.869,8.184
5.49,2.66,8.914,8.231
5.51,2.75,8.935,8.256
5.67,2.86,9.11,8.417
5.7,2.89,9.14,8.445
5.61,2.88,9.057,8.372
5.5,2.82,8.978,8.302
5.28,2.73,8.743,8.091
5.11,2.62,8.597,7.96
4.8,2.44,8.373,7.757
4.5,2.25,8.049,7.466
3.95,2.1,7.39,6.878
3.51,1.92,7.023,6.555
3.84,2.06,7.189,6.705
3.9,2.12,7.068,6.593
3.67,2.06,6.67,6.23
3.46,1.98,6.311,5.902
3.21,1.85,5.947,5.569
3.06,1.72,5.753,5.39
2.47,1.38,5.106,4.799
2.38,1.06,4.961,4.637
2.83,1.27,5.384,5.013
2.83,1.3,5.441,5.067
2.7,1.09,5.368,4.999
2.87,1.12,5.563,5.174
2.78,1.12,5.386,5.013
3.06,1.19,5.645,5.241
2.98,1.18,5.517,5.128
2.98,1.26,5.555,5.165
2.8,1.29,5.405,5.04
2.77,1.28,5.313,4.958
2.93,1.29,5.508,5.133
3.27,1.36,6.001,5.576
3.12,1.27,5.94,5.52
2.81,1.22,5.593,5.216
2.31,1.3,5.114,4.803
2.33,1.33,5.119,4.815
2.58,1.49,5.224,4.91
2.66,1.55,5.283,4.964
2.9,1.64,5.597,5.248
2.76,1.55,5.554,5.212
3.4,1.79,6.263,5.853
4.73,2.45,7.474,6.941
4.91,2.62,7.733,7.172
5.11,2.54,8.229,7.611
5.5,2.77,8.944,8.266
5.55,2.82,9.215,8.527
5.44,2.7,9.171,8.49
5.42,2.72,9.183,8.5
5.58,2.87,9.375,8.676
5.78,3.01,9.508,8.797
5.71,3.01,9.403,8.703
5.6,2.96,9.289,8.598
5.67,3.02,9.408,8.707
5.68,3.01,9.45,8.742
5.76,3.04,9.596,8.874
5.81,3.06,9.672,8.938
5.7,2.99,9.499,8.772
5.81,3.05,9.519,8.787
5.89,3.16,9.424,8.721
6.76,3.6,10.305,9.524
7.21,3.94,10.735,9.918
7.27,4.01,10.816,9.992
7.19,3.98,10.701,9.889
7.03,3.9,10.452,9.661
6.77,3.76,10.118,9.357
6.3,3.49,9.54,8.827
5.48,2.96,8.592,7.954
4.89,2.13,7.969,7.35
4.92,1.76,8.04,7.399
4.4,1.64,7.442,6.862
4.23,1.56,7.065,6.52
4.15,1.44,6.945,6.41
4.2,1.48,6.921,6.388
4.05,1.45,6.747,6.233
3.89,1.46,6.605,6.109
3.67,1.53,6.337,5.877
3.52,1.42,6.175,5.732
3.22,1.4,5.917,5.503
2.89,1.58,5.656,5.274
2.91,1.39,5.604,5.221
2.84,1.52,5.54,5.169
3.06,1.73,5.73,5.343
2.86,1.72,5.369,5.034
4.16,2.3,7.312,6.81
4.4,2.47,7.704,7.177
4.06,2.28,7.246,6.759
3.71,2.13,6.702,6.263
3.61,2.1,6.41,5.993
3.66,2.13,6.37,5.952
3.74,2.08,6.426,5.996
3.34,1.52,5.995,5.58
3.77,1.5,6.388,5.927
4.12,1.79,6.818,6.326
4.44,1.8,7.25,6.701
5.02,1.69,8.02,7.372
5.11,1.72,8.225,7.558
5.09,1.71,8.233,7.569
5.03,1.66,8.053,7.405
4.95,1.75,7.838,7.213
4.9,1.81,7.627,7.022
4.92,1.76,7.468,6.871
5.31,1.76,7.571,6.956
5.55,1.8,7.609,6.985
5.73,1.9,7.863,7.214
5.94,2.0,8.171,7.492
6.0,2.0,8.324,7.629
4.39,2.2,6.514,6.046
3.3,2.02,5.556,5.2
3.46,1.98,5.651,5.276
3.21,1.91,5.159,4.828
3.09,1.85,4.88,4.57
2.85,1.71,4.641,4.353
2.73,1.6,4.403,4.131
2.86,1.55,4.55,4.256
2.96,1.03,4.888,4.543
3.09,1.27,5.03,4.686
2.82,1.5,4.65,4.372
2.39,1.4,4.179,3.955
2.15,1.27,3.862,3.666
1.94,1.19,3.659,3.484
2.18,1.19,3.688,3.496
3.0,1.47,3.893,3.659
3.52,1.47,4.46,4.164
3.94,1.65,5.037,4.689
4.0,1.63,5.291,4.919
4.22,1.64,5.779,5.353
4.25,1.51,6.028,5.568
4.14,1.44,6.018,5.554
4.09,1.72,6.114,5.649
4.05,1.92,6.114,5.658
3.82,2.2,5.834,5.425
4.45,2.54,6.514,6.055
4.72,2.71,7.07,6.572
4.88,2.78,7.415,6.892
5.04,2.84,7.711,7.163
5.05,2.79,7.786,7.231
4.89,2.68,7.618,7.077
4.85,2.6,7.471,6.936
4.96,2.58,7.409,6.865
5.31,2.73,7.869,7.274
5.21,2.73,7.955,7.359
4.66,2.41,7.574,7.02
4.84,2.42,7.638,7.073
4.39,2.13,7.231,6.699
4.27,1.82,7.183,6.639
4.64,2.04,7.597,7.009
4.41,1.9,7.485,6.908
4.27,1.89,7.301,6.743
4.55,2.24,7.594,7.013
4.82,2.56,8.068,7.456
4.58,2.49,7.974,7.384
4.33,2.36,7.855,7.292
4.46,2.38,7.922,7.353
4.53,2.39,7.963,7.393
4.71,2.54,8.199,7.617
5.35,2.91,9.123,8.467
6.26,3.43,10.213,9.461
6.72,3.78,10.802,10.003
6.89,3.9,11.069,10.249
6.88,3.91,11.111,10.289
6.83,3.87,11.082,10.262
6.67,3.74,10.88,10.075
5.97,3.3,10.141,9.4
5.08,2.53,9.01,8.348
4.92,2.18,8.726,8.071
4.47,2.06,8.278,7.671
4.32,1.96,7.963,7.379
4.1,1.86,7.628,7.074
3.84,1.66,7.244,6.719
3.52,1.51,6.853,6.36
3.36,1.46,6.514,6.046
3.19,1.4,6.247,5.805
2.7,1.24,5.681,5.304
2.54,1.13,5.52,5.162
2.72,1.25,5.611,5.244
2.75,1.3,5.699,5.323
2.74,1.32,5.613,5.242
2.66,1.22,5.381,5.027
2.5,1.36,5.161,4.843
2.51,1.38,5.251,4.932
2.53,1.45,5.166,4.858
3.11,1.76,5.644,5.289
3.48,1.95,6.087,5.694
3.37,1.92,6.068,5.681
3.22,1.78,6.118,5.727
3.32,1.78,6.332,5.919
3.73,1.82,6.59,6.136
4.08,1.88,7.023,6.511
4.17,1.84,7.151,6.618
4.3,1.91,7.297,6.745
4.5,2.09,7.591,7.011
4.54,2.17,7.645,7.06
4.66,2.19,7.703,7.111
4.85,2.37,7.838,7.236
4.9,2.41,7.948,7.342
5.1,2.57,8.103,7.489
5.27,2.7,8.175,7.557
5.39,2.82,8.232,7.611
5.37,2.78,8.106,7.489
5.4,2.7,8.184,7.558
5.51,2.7,8.459,7.811
5.46,2.61,8.464,7.814
5.09,2.54,8.081,7.482
5.0,2.64,7.954,7.376
5.56,3.0,9.006,8.35
6.3,3.41,9.888,9.158
7.2,3.93,10.97,10.144
7.92,4.35,11.965,11.054
8.37,4.58,12.52,11.557
8.29,4.5,12.532,11.567
7.14,3.89,11.299,10.447
6.42,3.3,10.286,9.505
6.22,3.12,10.052,9.283
5.8,2.96,9.561,8.838
5.54,2.87,9.24,8.551
5.38,2.77,9.083,8.409
5.3,2.71,8.925,8.265
5.37,2.75,8.928,8.265
5.21,2.65,8.793,8.142
4.96,2.48,8.446,7.824
4.87,2.41,8.387,7.77
4.41,2.23,7.945,7.371
3.69,1.91,7.178,6.676
3.3,1.8,6.715,6.255
3.7,1.97,7.015,6.525
3.93,2.07,7.157,6.654
3.65,2.05,6.81,6.352
3.99,2.22,7.667,7.145
5.31,2.83,9.25,8.589
6.08,3.24,10.05,9.316
6.54,3.54,10.62,9.834
7.0,3.81,11.205,10.365
6.86,3.76,11.12,10.291
6.32,3.44,10.577,9.798
4.95,2.7,8.907,8.278
4.27,1.85,7.703,7.147
4.43,1.72,7.77,7.184
3.93,1.66,7.198,6.674
3.74,1.69,6.934,6.445
3.88,1.83,7.053,6.555
4.09,1.98,7.262,6.744
4.02,1.83,7.153,6.641
3.97,1.78,6.966,6.467
3.98,1.87,6.966,6.469
3.93,1.89,6.972,6.476
3.93,1.96,6.963,6.47
4.16,2.05,7.371,6.839
4.32,2.12,7.566,7.016
4.35,2.14,7.609,7.056
4.32,2.09,7.602,7.051
4.13,2.14,7.459,6.935
4.7,2.47,8.101,7.524
4.93,2.69,8.441,7.844
5.0,2.77,8.589,7.984
5.11,2.86,8.752,8.135
5.05,2.85,8.764,8.149
4.78,2.69,8.464,7.876
4.3,2.42,7.944,7.403
3.66,1.98,7.146,6.672
3.44,1.62,6.708,6.249
3.6,1.65,6.755,6.273
3.67,1.76,6.779,6.297
3.81,1.85,6.913,6.423
3.59,1.77,6.72,6.252
3.03,1.44,6.21,5.791
2.81,1.15,5.927,5.529
2.59,1.09,5.587,5.219
2.58,1.1,5.537,5.174
2.65,1.1,5.558,5.19
2.56,1.05,5.347,4.994
2.16,0.83,4.811,4.504
2.34,0.87,4.765,4.452
2.59,0.98,4.947,4.612
2.59,1.16,4.956,4.631
2.77,1.47,5.423,5.081
3.5,1.92,6.361,5.944
3.7,2.13,6.808,6.36
3.7,2.2,6.944,6.492
3.94,2.3,7.323,6.839
4.03,2.31,7.497,6.997
3.69,2.13,7.052,6.591
3.46,1.94,6.758,6.319
3.12,1.62,6.172,5.774
3.61,1.73,6.34,5.898
3.8,1.85,6.604,6.133
3.8,1.82,6.685,6.21
3.88,1.91,6.825,6.339
3.86,2.01,6.83,6.346
3.91,2.1,6.963,6.467
3.79,1.97,6.908,6.421
3.68,1.94,6.888,6.408
3.81,2.06,7.011,6.526
4.09,2.2,7.36,6.842
4.08,2.18,7.367,6.848
4.09,2.05,7.423,6.897
3.92,1.96,7.248,6.735
3.49,1.81,6.713,6.244
3.06,1.69,6.02,5.613
3.54,1.9,6.229,5.813
3.49,2.01,5.974,5.584
3.02,1.84,5.421,5.084
2.72,1.74,5.062,4.758
2.79,1.84,5.208,4.893
3.1,2.02,5.771,5.412
3.25,2.06,6.191,5.801
3.29,2.02,6.458,6.047
2.88,1.67,6.16,5.774
2.29,1.08,5.466,5.124
2.76,1.09,5.919,5.519
2.93,1.11,6.007,5.596
2.96,1.17,5.91,5.504
2.85,1.25,5.793,5.401
2.68,1.15,5.634,5.259
2.3,1.05,5.094,4.771
2.17,1.03,4.645,4.356
2.62,1.17,4.997,4.666
2.54,1.16,5.131,4.797
2.41,1.22,4.907,4.596
2.52,1.32,4.921,4.608
2.95,1.45,5.372,5.012
4.08,1.9,6.563,6.085
4.23,1.98,6.745,6.25
4.11,1.98,6.69,6.212
4.03,1.98,6.621,6.158
3.69,1.91,6.299,5.871
3.38,1.84,6.064,5.665
3.31,1.8,6.039,5.646
3.6,1.94,6.247,5.83
4.33,2.23,6.799,6.322
4.04,2.14,6.554,6.099
3.72,1.83,6.203,5.772
4.01,1.74,6.627,6.132
3.81,1.49,6.518,6.025
3.48,1.45,6.2,5.743
3.74,1.73,6.462,5.983
3.56,1.74,6.247,5.793
3.62,1.75,6.321,5.861
3.8,1.89,6.606,6.123
3.87,1.94,6.757,6.267
3.83,1.95,6.572,6.093
3.91,2.08,6.621,6.138
4.26,2.23,6.869,6.361
4.83,2.5,7.393,6.832
4.91,2.55,7.24,6.69
4.91,2.54,7.078,6.539
4.93,2.6,7.009,6.485
4.79,2.65,7.084,6.572
4.65,2.68,7.034,6.538
5.04,2.86,7.478,6.942
5.35,3.01,7.767,7.202
5.78,3.24,8.301,7.686
5.66,3.19,8.221,7.616
5.63,3.15,8.215,7.61
5.78,3.21,8.375,7.753
5.84,3.14,8.414,7.78
5.84,3.03,8.593,7.935
5.63,2.84,8.465,7.811
5.27,2.61,8.202,7.57
4.88,2.39,7.823,7.223
4.83,2.38,7.752,7.158
4.7,2.35,7.564,6.988
4.65,2.36,7.233,6.683
4.8,2.48,7.222,6.671
5.1,2.63,7.559,6.976
5.21,2.68,7.697,7.102
5.62,2.89,8.194,7.553
5.54,2.82,8.196,7.554
5.35,2.7,8.218,7.581
4.99,2.48,7.848,7.247
4.69,2.3,7.449,6.885
3.92,2.04,6.405,5.957
3.86,2.04,6.511,6.065
3.88,2.07,6.599,6.153
3.76,2.06,6.403,5.975
3.79,2.07,6.468,6.032
3.76,2.05,6.407,5.975
3.49,1.9,6.084,5.682
2.92,1.56,5.531,5.179
2.76,1.33,5.347,5.002
2.9,1.08,5.484,5.1
3.17,1.17,5.783,5.361
3.05,1.1,5.696,5.282
3.14,1.13,5.715,5.297
3.34,1.15,5.866,5.43
3.57,1.22,6.039,5.584
3.82,1.49,6.23,5.76
4.04,1.78,6.457,5.97
4.17,1.91,6.618,6.117
4.39,2.05,6.834,6.312
4.42,2.08,6.801,6.282
4.31,2.02,6.631,6.127
4.3,2.0,6.593,6.092
4.3,2.03,6.6,6.1
4.14,1.98,6.427,5.952
3.86,1.91,6.068,5.645
3.71,1.88,6.004,5.594
3.53,1.86,6.033,5.63
3.32,1.78,5.974,5.583
3.15,1.69,5.959,5.576
3.18,1.67,6.18,5.78
2.82,1.54,5.947,5.574
2.74,1.49,5.942,5.572
2.48,1.39,5.492,5.159
2.71,1.48,5.446,5.094
3.43,1.78,5.941,5.52
3.89,2.19,6.148,5.708
3.9,2.22,6.199,5.758
3.69,2.11,6.128,5.7
3.73,2.1,6.226,5.79
3.94,2.22,6.61,6.144
3.92,2.23,6.683,6.218
3.97,2.21,6.708,6.235
4.3,2.38,7.106,6.592
4.7,2.56,7.56,7.001
4.92,2.64,7.894,7.303
5.02,2.66,8.046,7.437
4.44,2.38,7.503,6.948
4.25,2.44,7.11,6.603
4.7,2.69,7.362,6.847
5.29,3.04,7.877,7.316
5.44,3.14,8.052,7.475
5.52,3.19,8.154,7.567
5.44,3.16,8.04,7.462
5.27,3.07,7.788,7.231
5.11,2.97,7.528,6.991
4.95,2.82,7.32,6.797
4.47,2.45,6.79,6.306
4.35,1.9,6.689,6.181
4.94,1.91,7.516,6.922
4.81,1.94,7.624,7.026
4.62,1.78,7.531,6.942
4.59,1.63,7.459,6.874
4.4,1.52,7.292,6.722
4.49,1.45,7.363,6.783
4.67,1.54,7.58,6.979
4.76,1.66,7.665,7.06
4.83,1.83,7.691,7.088
4.65,1.86,7.424,6.852
4.62,1.86,7.39,6.825
4.6,1.92,7.437,6.871
4.54,1.97,7.463,6.9
4.13,2.21,7.069,6.571
3.89,2.35,7.209,6.732
4.69,2.72,8.387,7.815
4.71,2.72,8.38,7.811
4.39,2.53,8.022,7.484
3.94,2.26,7.484,6.993
3.42,1.96,6.825,6.389
2.89,1.65,6.136,5.758
2.68,1.45,5.812,5.453
2.64,1.2,5.584,5.225
2.77,1.5,5.475,5.124
3.5,2.26,6.098,5.728
4.2,2.51,6.986,6.514
5.03,2.21,8.166,7.536
5.51,1.85,8.87,8.147
5.76,1.93,9.216,8.464
5.44,2.16,8.832,8.133
5.53,2.27,8.849,8.149
5.78,2.32,8.987,8.27
5.76,2.36,8.864,8.158
5.55,2.45,8.643,7.962
5.25,2.43,8.376,7.725
5.2,2.42,8.294,7.65
5.18,2.46,8.25,7.61
4.65,2.56,7.607,7.046
3.4,2.23,6.094,5.708
3.12,1.92,5.985,5.607
3.37,1.97,6.152,5.754
2.77,1.57,5.418,5.083
2.01,1.12,4.494,4.241
1.41,0.79,3.706,3.522
0.85,0.56,2.946,2.83
0.84,0.56,2.708,2.609
0.64,0.48,2.568,2.482
0.94,0.66,2.864,2.765
0.96,0.71,2.898,2.809
0.97,0.67,2.922,2.825
2.33,1.66,3.897,3.73
3.39,2.31,4.749,4.502
3.76,2.47,5.113,4.83
3.65,2.42,5.058,4.784
3.45,2.35,4.842,4.595
3.49,2.4,4.824,4.581
3.61,2.49,4.877,4.632
3.63,2.51,4.843,4.603
3.6,2.51,4.798,4.565
3.6,2.52,4.818,4.586
3.66,2.56,4.905,4.666
3.83,2.51,5.155,4.873
3.79,1.43,5.411,5.02
2.38,1.36,3.996,3.764
1.76,1.02,3.475,3.295
2.05,1.13,3.831,3.621
1.94,1.13,3.786,3.585
1.79,1.09,3.563,3.383
1.63,1.02,3.263,3.106
1.61,0.94,3.051,2.904
1.52,0.91,2.848,2.716
2.89,1.51,4.071,3.834
3.79,2.24,4.958,4.668
3.72,2.23,5.069,4.776
3.43,2.17,4.966,4.697
2.93,1.98,4.609,4.386
2.27,1.63,4.099,3.929
1.79,1.34,3.755,3.614
1.71,1.28,3.666,3.533
2.05,1.52,3.863,3.715
2.32,1.71,4.011,3.851
2.01,1.52,3.709,3.574
1.33,1.05,3.199,3.103
0.91,0.71,3.014,2.927
1.82,1.37,3.898,3.752
2.67,1.84,4.863,4.622
2.89,1.25,5.23,4.877
2.01,1.14,4.181,3.943
1.92,1.21,4.151,3.924
2.33,1.5,4.546,4.284
2.62,1.68,4.89,4.598
2.68,1.69,4.998,4.697
2.58,1.59,4.89,4.598
2.44,1.4,4.71,4.427
2.52,1.15,4.771,4.464
3.0,1.51,5.175,4.841
3.91,2.38,5.902,5.542
4.07,2.45,6.105,5.725
3.69,2.34,5.747,5.413
3.29,2.21,5.398,5.109
3.22,2.2,5.579,5.278
3.33,2.27,5.903,5.57
3.6,2.41,6.118,5.758
4.19,2.67,6.518,6.107
4.87,2.86,7.059,6.579
5.46,2.6,7.67,7.097
6.0,2.0,8.3,7.626
6.22,2.11,8.49,7.798
6.23,2.1,8.493,7.801
6.13,2.07,8.393,7.704
4.67,1.93,6.681,6.181
2.44,1.54,4.389,4.137
2.04,1.18,3.821,3.608
2.0,1.23,3.551,3.356
1.65,1.06,3.221,3.056
1.34,0.9,3.027,2.885
1.13,0.78,2.88,2.755
1.07,0.71,2.845,2.723
1.14,0.67,2.933,2.8
1.76,1.2,3.444,3.294
2.95,2.0,4.567,4.343
3.38,2.17,5.089,4.814
3.22,2.07,4.886,4.629
3.14,2.03,4.678,4.437
3.33,2.08,4.75,4.495
3.65,2.23,5.027,4.742
3.96,2.38,5.377,5.058
4.3,2.53,5.809,5.446
4.59,2.54,6.231,5.82
4.81,2.29,6.634,6.168
4.95,2.12,6.928,6.423
5.05,2.08,7.14,6.609
5.2,2.03,7.403,6.834
5.4,1.79,7.712,7.087
4.38,1.83,6.552,6.067
2.53,1.64,4.463,4.207
2.42,1.43,4.344,4.092
2.45,1.46,4.417,4.159
2.43,1.47,4.356,4.102
2.51,1.53,4.406,4.145
2.49,1.5,4.388,4.127
2.31,1.33,4.208,3.96
2.22,1.03,4.108,3.858
2.12,1.25,3.92,3.714
2.15,1.53,3.84,3.679
2.1,1.5,3.82,3.662
1.8,1.33,3.562,3.428
1.18,0.91,3.0,2.909
0.39,0.31,2.251,2.207
1.34,1.01,2.565,2.496
2.27,1.65,3.229,3.109
2.65,1.88,3.614,3.462
2.76,1.95,3.723,3.563
2.98,2.06,3.926,3.745
3.18,2.14,4.156,3.954
2.96,2.03,3.968,3.785
2.5,1.78,3.501,3.359
2.24,1.37,3.442,3.283
1.44,0.88,2.898,2.772
0.37,0.28,2.074,2.024
0.51,0.37,2.376,2.302
0.92,0.68,2.758,2.65
0.94,0.73,2.744,2.637
0.94,0.74,2.69,2.586
1.04,0.8,2.765,2.654
1.16,0.73,2.914,2.787
1.21,0.76,3.01,2.877
2.14,1.29,3.807,3.613
2.68,1.75,4.215,4.005
2.44,1.65,3.958,3.777
1.68,1.21,3.18,3.069
1.49,1.06,2.903,2.805
2.41,1.58,3.365,3.212
3.26,2.0,4.227,3.994
3.73,2.1,4.807,4.517
3.88,2.08,5.014,4.704
3.76,2.04,4.898,4.6
3.44,2.11,4.497,4.246
3.21,2.1,4.167,3.951
3.05,2.02,3.919,3.725
2.95,1.96,3.795,3.61
2.85,1.39,3.845,3.623
1.95,1.14,3.304,3.127
1.7,1.07,3.296,3.129
1.95,1.28,3.701,3.507
2.46,1.62,4.418,4.168
2.85,1.89,4.975,4.68
3.03,2.0,5.243,4.925
3.35,2.13,5.676,5.321
3.62,2.18,6.192,5.789
3.55,2.01,6.363,5.941
3.6,1.62,6.467,6.014
3.71,1.45,6.702,6.216
3.08,1.33,6.199,5.778
2.96,1.31,6.044,5.643
3.73,1.69,6.641,6.176
4.22,2.22,7.153,6.64
4.34,2.37,7.524,6.99
4.41,2.37,7.702,7.156
4.66,2.48,7.918,7.352
4.73,2.5,7.912,7.341
4.73,2.47,7.894,7.319
4.75,2.45,7.957,7.373
4.54,2.37,7.815,7.243
4.5,2.5,7.889,7.316
4.59,2.62,7.92,7.364
5.55,3.08,8.638,8.017
5.49,3.23,8.364,7.77
5.12,3.09,7.789,7.245
4.92,3.03,7.392,6.879
4.74,2.97,7.14,6.647
4.47,2.83,6.928,6.457
4.22,2.66,6.763,6.309
4.29,2.65,6.949,6.478
4.61,2.69,7.441,6.921
4.59,2.33,7.522,6.971
5.18,2.15,8.201,7.558
4.88,2.28,7.971,7.367
4.52,2.08,7.542,6.982
4.23,1.74,7.124,6.595
4.25,1.68,7.065,6.532
4.27,1.65,6.994,6.462
4.29,1.56,6.89,6.364
4.13,1.54,6.608,6.107
3.88,1.49,6.314,5.843
3.89,1.46,6.335,5.861
4.13,1.54,6.585,6.086
4.16,1.52,6.575,6.08
4.14,1.49,6.52,6.031
3.38,1.69,5.674,5.29
4.17,2.26,6.643,6.185
4.35,2.54,6.717,6.255
4.07,2.46,6.236,5.815
3.8,2.37,5.742,5.36
3.59,2.27,5.376,5.022
3.45,2.22,5.13,4.794
