WS50M,WS10M,WS100M,WS80M
3.43,2.21,4.649,4.339
4.26,2.51,5.671,5.258
4.86,2.65,6.643,6.133
4.83,2.44,7.177,6.601
4.42,2.22,7.237,6.673
3.87,1.94,6.72,6.224
3.54,1.72,6.303,5.847
3.12,1.45,5.819,5.402
3.27,1.44,5.82,5.388
3.47,1.55,5.843,5.4
3.5,1.55,5.909,5.461
3.32,1.54,5.885,5.448
2.91,1.42,5.607,5.206
2.68,1.46,5.486,5.106
2.59,1.5,5.178,4.851
2.36,1.35,5.034,4.727
1.87,1.0,4.416,4.165
1.75,0.92,4.095,3.869
1.71,0.97,3.958,3.743
1.71,1.02,3.863,3.654
1.75,1.09,3.819,3.613
1.83,1.16,3.839,3.629
2.01,1.29,3.972,3.748
2.48,1.59,4.443,4.173
3.15,1.95,5.137,4.8
3.99,2.29,6.087,5.655
4.67,2.44,6.973,6.446
4.74,2.2,7.469,6.877
4.08,1.73,7.131,6.585
3.22,1.26,6.292,5.838
2.6,1.26,5.366,5.016
2.47,1.26,4.935,4.623
2.56,1.27,4.992,4.667
2.8,1.03,5.242,4.87
2.81,1.05,5.349,4.961
2.39,0.89,4.964,4.614
2.24,0.82,4.779,4.449
2.04,0.9,4.449,4.167
1.88,1.09,4.164,3.93
1.85,1.21,3.996,3.78
1.74,1.23,3.726,3.534
1.79,1.33,3.824,3.627
2.02,1.49,4.116,3.892
2.39,1.71,4.544,4.281
2.8,1.95,5.061,4.75
3.2,2.16,5.582,5.224
3.51,2.32,5.988,5.592
3.75,2.41,6.331,5.904
3.83,2.41,6.531,6.085
3.9,2.36,6.688,6.224
3.84,2.02,6.696,6.22
4.09,1.47,6.986,6.436
4.68,1.46,7.607,6.98
3.87,1.44,6.734,6.208
3.04,1.06,5.827,5.395
2.67,0.92,5.253,4.886
2.6,0.94,5.044,4.698
2.11,0.91,4.557,4.257
1.79,0.92,4.193,3.941
1.52,0.82,3.883,3.666
0.99,0.44,3.339,3.165
0.55,0.33,2.786,2.67
0.91,0.56,2.768,2.66
1.41,0.95,3.395,3.229
1.82,1.23,4.0,3.785
2.32,1.51,4.516,4.251
2.73,1.76,4.992,4.683
2.94,1.84,5.357,5.016
2.96,1.86,5.393,5.051
3.16,1.96,5.598,5.236
3.64,2.25,6.227,5.808
4.07,2.46,6.848,6.372
4.13,2.49,6.947,6.464
3.95,2.34,6.69,6.227
4.08,2.29,6.737,6.258
3.88,1.9,6.682,6.182
3.65,1.55,6.539,6.041
3.37,1.42,6.176,5.722
2.57,1.09,5.351,4.987
1.96,0.79,4.637,4.34
1.62,0.77,4.343,4.081
1.16,0.68,3.893,3.69
0.56,0.39,3.428,3.272
0.23,0.19,3.084,2.96
0.8,0.5,3.345,3.193
0.97,0.52,3.428,3.262
0.42,0.29,2.908,2.807
0.59,0.32,3.018,2.901
0.43,0.36,2.468,2.395
0.79,0.63,2.319,2.243
1.35,0.98,2.963,2.827
1.95,1.37,3.755,3.55
2.42,1.66,4.381,4.122
2.85,1.92,4.937,4.629
3.26,2.16,5.473,5.117
3.65,2.36,5.991,5.589
3.93,2.47,6.411,5.971
4.03,2.45,6.658,6.195
3.86,2.19,6.605,6.139
3.69,1.37,6.547,6.041
3.92,1.21,6.773,6.23
3.75,1.18,6.409,5.909
3.67,1.12,6.225,5.736
3.53,1.09,6.049,5.573
2.79,1.24,5.355,4.966
2.39,1.23,4.975,4.632
2.97,1.54,5.426,5.042
2.91,1.49,5.272,4.905
2.83,1.38,5.116,4.757
2.89,1.45,5.1,4.746
3.06,1.68,5.062,4.73
2.79,1.66,4.793,4.49
3.01,1.8,5.091,4.761
3.49,2.11,5.739,5.353
3.8,2.32,6.145,5.725
4.08,2.5,6.433,5.987
4.42,2.71,6.851,6.367
4.66,2.85,7.226,6.712
4.73,2.88,7.402,6.875
4.79,2.88,7.526,6.989
4.84,2.87,7.628,7.08
4.78,2.78,7.561,7.016
4.46,2.5,7.187,6.669
3.86,1.83,6.554,6.067
3.75,1.51,6.429,5.935
3.18,1.43,5.692,5.274
2.93,1.34,5.278,4.896
2.94,1.24,5.185,4.803
3.01,1.31,5.158,4.778
3.11,1.39,5.116,4.739
3.18,1.4,5.058,4.685
3.25,1.44,5.085,4.708
3.38,1.55,5.236,4.844
3.28,1.65,5.052,4.686
3.05,1.77,4.65,4.339
3.59,2.03,5.344,4.966
4.03,2.28,5.931,5.503
4.24,2.43,6.338,5.88
4.47,2.57,6.738,6.249
4.64,2.66,7.027,6.514
4.74,2.71,7.224,6.696
4.95,2.84,7.536,6.982
5.21,2.98,7.911,7.325
5.42,3.1,8.285,7.667
5.65,3.21,8.576,7.928
5.45,3.05,8.375,7.743
4.71,2.59,7.564,7.005
3.58,1.71,6.289,5.824
3.17,1.22,5.832,5.39
2.62,1.05,5.163,4.791
2.54,1.02,4.941,4.587
2.39,0.97,4.742,4.408
2.3,0.9,4.734,4.4
2.3,0.76,4.794,4.452
2.36,0.77,4.868,4.52
2.26,0.7,4.707,4.374
2.43,0.77,4.796,4.454
2.61,0.98,4.991,4.636
1.88,1.13,4.008,3.786
1.47,1.0,3.248,3.093
0.72,0.64,2.267,2.198
0.32,0.54,2.077,2.035
0.92,0.87,2.819,2.71
1.42,1.18,3.368,3.209
1.87,1.46,3.796,3.595
2.19,1.65,4.133,3.9
2.52,1.82,4.492,4.225
2.93,2.04,4.933,4.624
3.5,2.32,5.597,5.224
4.09,2.53,6.364,5.913
4.48,2.56,6.946,6.427
4.45,2.18,7.372,6.785
4.37,2.16,7.498,6.911
3.97,1.97,6.956,6.43
3.83,1.82,6.754,6.245
3.71,1.65,6.584,6.081
3.77,1.56,6.613,6.1
3.75,1.52,6.576,6.068
3.46,1.59,6.454,5.968
3.2,1.69,6.191,5.742
3.09,1.63,5.958,5.533
2.91,1.68,5.704,5.309
2.55,1.59,5.203,4.881
2.71,1.61,5.427,5.086
2.26,1.35,4.87,4.583
1.43,0.79,3.866,3.67
0.88,0.38,3.198,3.06
0.59,0.17,2.847,2.738
0.43,0.13,2.617,2.529
0.36,0.27,2.443,2.371
0.49,0.45,2.43,2.356
0.65,0.56,2.449,2.368
0.89,0.7,2.561,2.465
1.45,0.89,2.959,2.816
2.53,1.11,3.777,3.535
3.86,1.52,5.083,4.724
4.21,1.9,6.033,5.602
4.1,1.75,6.508,6.028
4.43,1.81,7.152,6.598
4.73,1.78,7.776,7.142
5.32,1.66,8.582,7.844
5.91,1.79,9.256,8.449
5.79,2.05,9.215,8.427
5.29,2.11,8.551,7.842
5.17,2.16,8.341,7.656
4.99,2.27,8.088,7.436
3.91,2.3,6.682,6.214
2.96,1.93,5.773,5.408
3.6,1.99,6.478,6.037
3.44,1.9,6.247,5.828
2.92,1.63,5.573,5.214
2.93,1.63,5.402,5.05
2.96,1.66,5.292,4.944
2.88,1.63,5.071,4.736
2.78,1.59,4.841,4.522
2.56,1.46,4.531,4.238
2.33,1.32,4.24,3.974
2.15,1.15,4.036,3.788
2.48,1.18,4.261,3.99
3.51,2.09,5.064,4.754
3.84,2.24,5.67,5.3
3.88,1.93,6.274,5.823
3.12,1.44,5.953,5.54
2.55,1.53,5.262,4.938
4.09,2.0,6.586,6.107
4.43,2.04,7.082,6.55
3.95,2.39,6.594,6.147
3.76,2.37,6.411,5.992
3.77,2.38,6.427,6.008
3.99,2.39,6.666,6.214
4.16,1.77,6.796,6.283
3.15,1.43,5.379,5.012
1.28,0.86,3.292,3.145
0.12,0.13,2.16,2.109
1.72,1.09,3.454,3.258
2.95,1.79,5.067,4.727
3.35,2.01,5.776,5.38
3.24,1.95,5.744,5.356
3.46,2.04,5.972,5.56
3.76,2.17,6.345,5.899
3.79,2.16,6.448,5.993
3.75,1.95,6.405,5.943
3.97,1.5,6.593,6.066
4.66,1.51,7.291,6.691
4.74,1.41,7.362,6.752
4.26,1.46,6.861,6.315
3.81,1.56,6.326,5.857
3.52,1.58,6.006,5.581
3.16,1.8,5.601,5.238
2.95,1.78,5.342,5.011
2.59,1.74,4.948,4.665
2.41,1.71,4.736,4.476
2.53,1.8,4.908,4.631
2.73,1.9,5.223,4.909
2.51,1.18,4.95,4.629
1.4,0.92,3.69,3.508
0.67,0.38,2.55,2.466
1.4,0.89,2.771,2.632
2.18,1.37,4.276,4.008
2.94,1.8,5.348,4.989
3.64,2.21,6.309,5.867
4.13,2.47,7.079,6.573
4.38,2.59,7.537,6.996
4.43,2.61,7.662,7.116
4.22,2.46,7.397,6.876
3.89,2.13,6.903,6.417
3.78,1.42,6.629,6.112
4.51,1.51,7.278,6.69
4.5,1.53,7.189,6.612
3.88,1.66,6.442,5.965
3.59,2.03,5.95,5.55
3.6,2.09,5.876,5.489
3.71,2.17,6.063,5.659
3.92,2.26,6.445,5.998
4.32,2.34,7.012,6.492
4.9,1.67,7.863,7.204
5.51,1.74,8.486,7.756
5.41,1.91,8.247,7.551
3.72,2.13,6.159,5.727
2.7,1.79,5.208,4.886
2.64,1.61,5.039,4.729
1.47,1.02,3.615,3.444
0.96,0.42,2.832,2.714
1.81,1.06,3.621,3.41
2.27,1.37,4.265,3.991
2.7,1.61,4.908,4.582
3.13,1.84,5.584,5.201
3.54,2.02,6.243,5.804
3.71,2.05,6.615,6.147
3.44,1.67,6.382,5.929
3.7,1.49,6.612,6.104
3.94,2.16,6.701,6.228
3.22,2.05,5.717,5.366
2.21,1.54,4.435,4.212
1.33,0.99,3.438,3.304
1.35,0.97,3.196,3.072
2.19,1.51,3.607,3.441
3.02,1.97,4.31,4.076
3.68,2.26,5.015,4.708
4.15,2.37,5.525,5.159
4.41,1.9,5.929,5.496
4.6,1.87,6.235,5.766
4.51,1.58,6.447,5.924
2.71,1.61,4.554,4.266
2.85,1.6,4.647,4.34
3.62,2.04,5.765,5.356
4.19,2.38,6.657,6.178
4.59,2.6,7.271,6.741
4.94,2.79,7.857,7.276
5.25,2.95,8.438,7.808
5.62,3.18,9.058,8.377
5.76,3.32,9.253,8.559
5.58,3.26,8.952,8.285
5.21,3.05,8.387,7.769
4.64,2.63,7.559,7.003
4.1,1.95,6.956,6.42
3.61,1.65,6.461,5.969
3.3,1.5,6.184,5.725
2.78,1.39,5.567,5.181
2.63,1.22,5.393,5.03
2.39,1.1,5.153,4.821
1.96,1.08,4.694,4.415
1.86,1.03,4.598,4.328
1.79,0.99,4.443,4.184
1.8,1.0,4.391,4.127
1.87,0.93,4.554,4.269
2.97,1.6,5.844,5.454
3.33,1.94,6.262,5.841
3.44,2.08,6.363,5.936
3.56,2.19,6.433,6.001
3.66,2.28,6.489,6.051
3.66,2.31,6.465,6.031
3.64,2.33,6.432,6.002
3.63,2.36,6.443,6.015
3.7,2.4,6.514,6.08
3.83,2.47,6.651,6.204
3.95,2.5,6.786,6.324
4.06,2.49,6.916,6.437
4.03,2.32,6.888,6.402
4.01,1.49,6.982,6.43
4.41,1.58,7.52,6.913
3.64,1.46,6.649,6.144
3.5,1.26,6.321,5.848
3.2,1.14,5.857,5.432
2.79,0.98,5.381,5.002
2.43,1.2,4.906,4.589
2.05,1.28,4.411,4.157
1.83,1.2,4.115,3.893
1.72,1.09,3.944,3.731
1.6,0.82,3.82,3.603
0.91,0.57,2.984,2.856
0.35,0.16,2.151,2.097
0.77,0.44,2.243,2.158
0.66,0.45,2.328,2.245
1.03,0.7,2.809,2.688
1.74,1.16,3.708,3.51
2.51,1.67,4.704,4.421
3.3,2.18,5.712,5.342
4.13,2.66,6.75,6.288
4.71,2.96,7.552,7.02
4.99,3.01,8.046,7.468
4.96,2.88,8.262,7.664
4.3,2.37,7.728,7.18
3.83,1.84,6.997,6.498
3.41,1.72,6.34,5.899
3.04,1.63,5.877,5.482
3.04,1.61,5.877,5.478
3.18,1.68,6.008,5.597
3.17,1.68,6.04,5.627
3.15,1.68,6.059,5.645
3.23,1.67,6.171,5.744
3.42,1.7,6.327,5.882
3.26,1.63,6.174,5.743
3.25,1.57,6.124,5.696
3.56,1.87,6.464,6.013
4.05,2.19,6.938,6.447
3.87,2.24,6.598,6.142
3.76,2.29,6.36,5.926
3.61,2.28,6.133,5.721
3.56,2.29,6.033,5.632
3.54,2.31,5.999,5.601
3.51,2.31,5.96,5.566
3.47,2.3,5.915,5.525
3.46,2.3,5.9,5.512
3.57,2.31,6.03,5.628
3.95,2.42,6.493,6.043
4.27,2.41,6.993,6.485
4.64,1.92,7.728,7.109
4.81,2.1,7.9,7.271
4.38,2.0,7.49,6.91
3.94,1.75,6.886,6.365
3.64,1.56,6.539,6.047
3.53,1.45,6.432,5.941
3.48,1.34,6.411,5.916
3.56,1.27,6.483,5.976
3.61,1.22,6.492,5.981
3.38,1.31,6.28,5.797
3.13,1.39,6.115,5.659
2.36,1.37,5.248,4.921
2.28,1.35,5.13,4.824
1.57,0.91,4.213,3.993
1.06,0.49,3.558,3.394
0.78,0.29,3.213,3.078
0.46,0.23,2.748,2.656
0.6,0.54,2.559,2.48
1.12,0.9,2.689,2.585
1.65,1.25,2.844,2.704
2.05,1.48,3.17,2.996
2.41,1.65,3.58,3.367
2.9,1.78,4.149,3.872
3.73,1.73,5.158,4.767
4.88,2.07,6.584,6.056
4.84,1.93,7.014,6.441
4.21,1.66,6.735,6.202
3.92,1.42,6.593,6.076
3.89,1.25,6.56,6.041
3.93,1.5,6.535,6.029
3.96,1.62,6.516,6.024
3.99,1.71,6.583,6.09
3.98,1.95,6.663,6.176
4.14,2.33,6.907,6.406
4.59,2.02,7.464,6.872
4.1,1.66,6.597,6.096
2.04,1.39,4.311,4.07
2.07,1.14,4.131,3.893
1.88,1.11,3.851,3.639
1.84,1.12,3.785,3.578
1.99,1.25,3.903,3.682
2.14,1.36,3.995,3.761
2.3,1.48,4.134,3.884
2.5,1.61,4.363,4.091
2.82,1.79,4.753,4.446
3.22,1.97,5.265,4.911
3.72,2.12,5.915,5.497
4.17,1.71,6.727,6.194
5.26,1.61,8.388,7.668
5.36,1.71,8.808,8.055
4.47,1.41,7.807,7.172
3.66,1.53,6.713,6.212
2.89,1.54,5.566,5.2
2.13,1.43,4.484,4.246
1.48,1.09,3.596,3.445
0.99,0.77,2.965,2.865
0.45,0.36,2.523,2.454
0.58,0.45,2.652,2.575
1.27,0.93,3.258,3.137
1.42,0.82,3.605,3.422
1.64,0.96,3.772,3.57
2.25,1.41,4.483,4.217
2.61,1.64,4.988,4.68
2.9,1.79,5.392,5.05
3.23,1.94,5.812,5.433
3.54,2.11,6.209,5.795
3.84,2.29,6.551,6.105
4.12,2.44,6.802,6.331
4.38,2.55,7.066,6.565
4.51,2.61,7.283,6.76
4.54,2.57,7.412,6.875
4.23,2.29,7.139,6.623
3.83,1.54,6.747,6.222
3.7,1.48,6.533,6.021
3.12,1.34,5.761,5.331
2.72,1.2,5.235,4.857
2.46,1.04,4.958,4.605
2.51,1.01,5.033,4.67
2.35,0.99,4.851,4.507
2.06,0.9,4.553,4.242
1.92,0.78,4.459,4.16
1.78,0.62,4.385,4.096
1.64,0.55,4.301,4.027
1.44,0.8,3.894,3.689
1.6,0.97,3.904,3.699
1.7,1.1,4.01,3.796
1.95,1.3,4.256,4.019
2.2,1.5,4.524,4.263
2.53,1.73,4.912,4.616
2.86,1.95,5.355,5.02
3.2,2.15,5.791,5.419
3.54,2.35,6.235,5.822
3.83,2.49,6.6,6.155
4.01,2.54,6.835,6.367
4.23,2.57,7.078,6.582
4.21,2.4,7.036,6.531
4.38,1.81,7.489,6.891
4.22,1.95,7.352,6.787
3.86,1.84,6.838,6.329
3.76,1.78,6.626,6.132
3.78,1.81,6.571,6.078
3.67,1.72,6.39,5.909
3.49,1.76,6.117,5.667
3.26,1.72,5.834,5.415
2.97,1.59,5.469,5.086
2.89,1.57,5.402,5.028
2.73,1.5,5.268,4.906
3.31,1.85,5.798,5.405
3.28,1.94,5.735,5.361
3.04,1.81,5.346,5.008
2.79,1.67,4.904,4.603
2.78,1.66,4.719,4.43
2.68,1.64,4.551,4.276
2.53,1.59,4.31,4.057
2.49,1.62,4.162,3.92
2.61,1.73,4.151,3.907
2.83,1.88,4.271,4.012
3.07,1.99,4.409,4.133
3.48,2.08,4.717,4.402
3.88,2.11,5.158,4.783
4.15,2.17,5.711,5.296
4.03,2.13,6.18,5.73
4.16,2.04,6.884,6.365
4.52,1.82,7.654,7.04
4.74,1.8,8.178,7.511
4.63,1.78,8.019,7.38
4.33,1.67,7.451,6.869
4.42,1.69,7.423,6.835
4.51,1.7,7.467,6.87
4.57,1.77,7.485,6.886
4.33,1.91,7.274,6.704
3.41,2.05,6.297,5.871
3.09,1.87,6.158,5.762
2.54,1.6,5.47,5.141
0.86,0.6,3.678,3.523
0.26,0.22,2.754,2.679
0.6,0.44,2.633,2.553
1.17,0.8,2.703,2.599
1.87,1.23,2.854,2.707
2.67,1.7,3.736,3.502
3.59,2.22,4.825,4.482
4.45,2.65,5.846,5.406
5.13,2.88,6.769,6.241
4.87,2.49,6.849,6.304
5.02,1.72,7.46,6.836
4.91,1.56,7.713,7.072
4.25,1.31,6.975,6.428
3.69,1.17,6.379,5.896
3.37,1.06,6.034,5.582
3.39,1.29,5.952,5.518
3.35,1.35,5.874,5.453
3.33,1.39,5.78,5.372
3.15,1.37,5.442,5.074
2.97,1.34,5.116,4.784
3.0,1.35,5.059,4.732
2.75,1.49,4.774,4.463
2.7,1.63,4.158,3.905
2.66,1.69,3.819,3.581
2.46,1.68,3.753,3.526
2.38,1.7,3.812,3.59
2.74,1.97,4.366,4.098
3.4,2.38,5.263,4.915
4.05,2.73,6.17,5.741
4.61,3.03,7.024,6.522
5.08,3.24,7.827,7.257
5.4,3.32,8.48,7.857
5.56,3.28,8.894,8.236
5.44,3.08,8.887,8.228
5.29,2.78,8.64,7.989
5.57,2.97,8.807,8.139
5.56,3.03,8.56,7.912
5.32,2.89,8.367,7.738
5.12,2.74,8.036,7.435
4.8,2.58,7.52,6.959
4.57,2.43,7.161,6.62
4.64,2.49,7.242,6.684
4.57,2.48,7.183,6.629
4.37,2.39,6.927,6.398
4.34,2.37,6.855,6.333
4.52,2.48,7.062,6.541
4.84,2.68,7.423,6.877
4.7,2.74,7.223,6.701
4.35,2.63,6.798,6.323
4.12,2.56,6.442,6.004
4.07,2.57,6.272,5.85
4.07,2.59,6.152,5.737
4.17,2.68,6.133,5.716
4.4,2.82,6.257,5.822
4.71,2.98,6.5,6.037
4.97,3.08,6.763,6.271
5.24,3.11,7.101,6.571
5.31,2.92,7.329,6.764
5.8,2.75,8.394,7.695
4.99,2.62,7.938,7.31
4.59,2.34,7.81,7.208
4.27,2.22,7.664,7.106
4.05,2.05,7.281,6.758
4.18,2.03,7.408,6.866
3.9,1.92,7.097,6.585
3.83,1.88,7.051,6.542
3.76,1.85,6.979,6.477
3.68,1.86,6.904,6.408
3.73,1.93,6.903,6.407
3.17,1.91,6.351,5.934
3.6,2.1,6.926,6.462
3.49,2.05,6.682,6.241
3.23,1.86,6.283,5.877
2.98,1.7,5.931,5.555
2.8,1.59,5.667,5.313
2.65,1.5,5.456,5.118
2.51,1.45,5.225,4.907
2.57,1.51,5.212,4.893
2.84,1.7,5.425,5.085
3.07,1.82,5.679,5.314
3.14,1.78,5.804,5.424
3.26,1.31,5.957,5.529
3.83,1.53,6.658,6.162
4.09,1.48,7.245,6.67
4.34,1.43,7.667,7.036
4.51,1.82,7.763,7.139
4.49,1.94,7.643,7.042
4.46,1.62,7.538,6.936
4.58,1.41,7.671,7.044
4.58,1.49,7.726,7.095
4.29,1.54,7.405,6.813
4.28,1.59,7.318,6.736
4.47,1.62,7.446,6.849
3.4,1.92,6.165,5.742
2.49,1.58,5.419,5.09
3.06,1.77,5.977,5.59
3.16,1.79,6.036,5.643
3.51,1.93,6.239,5.819
3.74,2.04,6.367,5.928
3.78,2.05,6.367,5.924
3.88,2.1,6.442,5.99
4.01,2.2,6.548,6.085
4.26,2.35,6.77,6.284
4.53,2.49,7.035,6.521
4.48,2.4,6.98,6.469
4.27,2.05,6.853,6.325
4.65,2.23,7.396,6.823
4.69,1.94,7.829,7.192
4.68,1.73,7.992,7.333
4.72,1.63,8.046,7.381
4.6,1.47,7.973,7.314
4.57,1.41,7.822,7.176
4.61,1.43,7.772,7.129
4.7,1.48,7.912,7.254
4.78,1.55,8.039,7.373
4.77,1.56,7.992,7.334
4.86,1.62,8.053,7.39
3.72,1.98,6.644,6.171
2.66,1.69,5.722,5.368
2.88,1.67,5.946,5.568
2.67,1.53,5.569,5.225
2.1,1.17,4.787,4.512
1.8,0.98,4.319,4.081
1.58,0.86,3.976,3.767
1.4,0.79,3.685,3.501
1.34,0.82,3.509,3.34
1.61,1.03,3.629,3.445
2.13,1.32,3.969,3.747
2.83,1.58,4.51,4.224
3.35,1.56,4.969,4.627
3.92,1.56,5.582,5.188
3.99,1.6,6.044,5.609
4.07,1.69,6.555,6.064
4.41,1.55,7.296,6.707
5.29,1.61,8.384,7.668
5.51,1.75,8.602,7.866
5.15,1.85,8.055,7.382
5.19,1.7,7.97,7.3
5.35,1.88,8.125,7.442
4.88,1.95,7.772,7.136
4.82,1.98,7.739,7.108
3.96,2.1,6.624,6.139
2.65,1.72,5.186,4.869
2.19,1.37,4.724,4.452
0.47,0.35,2.819,2.731
0.65,0.44,2.606,2.523
1.14,0.78,2.787,2.676
1.61,1.08,2.991,2.85
2.19,1.42,3.392,3.2
2.86,1.81,4.087,3.821
3.49,2.15,4.799,4.461
4.01,2.35,5.408,5.011
4.27,2.35,5.827,5.388
4.37,1.54,6.16,5.66
4.91,1.5,6.826,6.258
4.29,1.32,6.271,5.768
3.55,1.76,5.529,5.142
3.31,1.91,5.303,4.96
3.42,1.99,5.43,5.076
3.64,2.09,5.694,5.313
3.84,2.23,6.014,5.604
4.04,2.35,6.347,5.906
4.21,2.41,6.513,6.053
4.27,2.42,6.53,6.067
4.27,2.42,6.474,6.015
4.04,1.51,6.181,5.719
2.12,1.29,4.048,3.823
0.82,0.49,2.571,2.476
1.27,0.84,2.624,2.502
1.72,1.14,3.248,3.078
2.09,1.37,3.8,3.58
2.49,1.61,4.322,4.052
2.94,1.87,4.893,4.57
3.45,2.15,5.556,5.174
3.91,2.38,6.189,5.752
4.23,2.49,6.708,6.227
4.28,2.4,6.983,6.48
4.23,1.58,7.126,6.572
4.73,1.46,7.803,7.158
4.25,1.29,7.249,6.667
3.58,1.15,6.43,5.933
3.18,1.61,5.829,5.424
3.02,1.7,5.538,5.17
2.95,1.71,5.345,4.999
2.89,1.7,5.168,4.841
2.82,1.69,5.018,4.706
2.73,1.65,4.873,4.578
2.63,1.62,4.761,4.479
2.52,1.59,4.641,4.374
2.26,1.17,4.443,4.172
1.49,0.9,3.353,3.191
1.88,1.14,3.665,3.465
2.09,1.35,3.918,3.692
2.43,1.63,4.321,4.056
2.89,1.95,4.905,4.588
3.35,2.24,5.541,5.171
3.78,2.49,6.159,5.737
4.09,2.64,6.664,6.201
4.37,2.76,7.142,6.641
4.59,2.81,7.516,6.982
4.78,2.81,7.831,7.267
4.29,2.34,7.32,6.792
4.59,1.97,7.69,7.085
4.18,2.06,7.123,6.589
3.95,1.94,6.746,6.247
3.79,1.8,6.534,6.049
3.72,1.63,6.419,5.936
3.73,1.46,6.399,5.908
3.77,1.36,6.422,5.924
3.83,1.2,6.457,5.946
3.72,1.17,6.253,5.761
3.32,1.38,5.795,5.36
3.03,1.4,5.58,5.172
3.08,1.75,5.333,4.974
3.09,1.84,4.992,4.67
3.46,2.09,5.413,5.049
2.95,1.89,4.763,4.461
2.48,1.71,4.219,3.967
2.5,1.8,4.524,4.253
2.84,2.04,5.246,4.921
3.18,2.2,5.898,5.523
3.36,2.29,6.328,5.921
3.47,2.3,6.568,6.142
3.54,2.27,6.624,6.19
3.73,2.26,6.675,6.225
3.75,1.89,6.51,6.036
4.65,1.77,7.616,6.992
4.26,2.13,7.306,6.736
3.87,1.92,6.812,6.293
3.68,1.76,6.527,6.034
3.56,1.6,6.336,5.86
3.59,1.5,6.285,5.814
3.57,1.35,6.218,5.75
3.76,1.36,6.374,5.884
3.71,1.52,6.351,5.865
3.16,1.72,5.758,5.351
3.08,1.48,5.602,5.203
3.22,1.83,5.507,5.14
3.57,2.1,5.759,5.372
3.59,2.17,5.61,5.233
3.63,2.24,5.52,5.145
3.57,2.25,5.415,5.049
3.52,2.29,5.326,4.966
3.63,2.41,5.469,5.096
3.94,2.63,5.918,5.505
4.26,2.82,6.457,5.999
4.46,2.89,6.868,6.379
4.56,2.88,7.154,6.644
4.64,2.78,7.436,6.902
4.27,2.36,7.28,6.756
4.59,1.96,7.64,7.054
4.17,2.01,7.142,6.617
3.8,1.76,6.614,6.13
3.61,1.44,6.35,5.875
3.57,1.33,6.288,5.809
3.53,1.29,6.309,5.825
3.55,1.24,6.431,5.932
3.67,1.21,6.54,6.026
3.88,1.2,6.661,6.129
3.96,1.23,6.685,6.149
3.88,1.26,6.578,6.055
2.86,1.49,5.346,4.991
1.57,1.08,4.05,3.843
1.26,0.75,3.444,3.284
0.63,0.36,2.625,2.533
0.71,0.52,2.604,2.513
1.05,0.8,2.912,2.792
1.55,1.13,3.375,3.206
2.1,1.47,3.986,3.756
2.57,1.72,4.551,4.268
2.89,1.92,4.961,4.641
3.11,2.02,5.259,4.913
3.43,2.07,5.632,5.248
3.99,1.57,6.401,5.901
5.18,1.58,7.93,7.253
5.07,1.47,7.981,7.304
4.32,1.37,7.25,6.664
3.79,1.22,6.621,6.101
3.58,1.19,6.314,5.825
3.61,1.21,6.27,5.782
3.69,1.27,6.289,5.8
3.77,1.27,6.322,5.829
3.98,1.3,6.572,6.05
4.25,1.36,7.036,6.464
4.58,1.49,7.517,6.897
3.96,1.68,6.82,6.301
1.83,1.27,4.245,4.019
2.12,1.17,4.543,4.278
2.14,1.13,4.672,4.395
2.3,1.23,4.909,4.612
2.47,1.37,5.014,4.704
2.47,1.4,4.949,4.642
2.32,1.3,4.73,4.44
1.95,1.08,4.303,4.05
1.5,0.8,3.861,3.651
0.89,0.48,3.686,3.516
1.16,0.6,5.364,5.076
2.0,0.88,5.901,5.538
3.37,1.79,6.05,5.625
4.08,1.36,6.268,5.768
1.2,0.72,4.026,3.808
2.24,1.47,4.83,4.559
3.56,1.81,6.273,5.831
4.13,1.9,6.967,6.441
4.19,1.9,7.103,6.559
3.93,1.79,7.009,6.473
3.37,1.58,6.662,6.168
3.36,1.51,6.703,6.2
3.57,1.12,6.703,6.172
3.36,1.02,6.305,5.821
2.03,1.08,4.575,4.309
0.95,0.56,3.472,3.319
0.98,0.44,3.175,3.04
1.43,0.95,3.545,3.377
2.1,1.39,4.37,4.125
2.54,1.63,5.073,4.765
2.58,1.61,5.344,5.016
2.82,1.71,5.701,5.344
3.47,2.09,6.426,6.003
4.1,2.44,7.059,6.574
4.48,2.59,7.416,6.891
4.14,2.14,7.003,6.5
4.11,1.52,6.913,6.382
3.96,1.45,6.791,6.277
3.59,1.36,6.499,6.02
3.69,1.34,6.528,6.042
3.4,1.29,6.066,5.63
2.86,1.26,5.531,5.155
2.66,1.31,5.323,4.968
2.54,1.29,5.227,4.879
2.42,1.19,5.115,4.773
2.43,1.18,5.118,4.771
2.47,1.18,5.109,4.759
2.49,1.35,5.032,4.712
2.48,1.49,4.978,4.677
2.32,1.46,4.454,4.195
2.47,1.61,4.28,4.026
2.7,1.81,4.41,4.139
2.9,1.99,4.708,4.413
3.07,2.13,5.073,4.751
3.25,2.24,5.454,5.103
3.36,2.29,5.738,5.366
3.34,2.25,5.845,5.466
3.58,2.32,6.169,5.759
4.01,2.4,6.788,6.316
3.95,1.76,6.991,6.475
4.79,1.56,8.077,7.427
5.04,1.7,8.168,7.513
4.57,1.78,7.532,6.95
3.78,1.68,6.725,6.231
3.64,1.4,6.438,5.961
3.64,1.36,6.353,5.873
